Country Name,Country Code,Series Name,Series Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Argentina,ARG,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.55,2.14,2.66,1.68,1.15,1.07,1.168,1.4,1.68571428571429,1.9375,1.87777777777778,1.80769230769231,1.82380952380952,1.84857142857143,1.65918367346939,2.04195804195804,3.78129117259552,4.00860009555662,4.71914405808177,4.67335625570135,3.09895833333333,3.46534653465347,2.70455793520044,2.73881278538813,2.16203914428767,2.29971724787936,2.31367874921125,2.2843868799904,2.12493922313663,1.88036559239223,1.45090921225786,1.50692655529635,1.42122223348777,1.42280290057293,1.45703853325047,1.47307310721151,1.24122726437626,1.14013911131295,1.13631802186333,1.22035954754993,1.14882267666887,1.18423354187058,1.09188047859748,1.06089505704838,0.883295358833529,0.847154783885961,0.788233877461469,0.792548175031362,0.762756475390461,0.886508576686385,0.814878105497939,0.764287094036749,0.784824721019786,0.837736430159436,0.878100919364039,0.850128583186764,0.813140077928875,0.856137916373543,0.732300347538541,0.699696134379197,0.734492612232545,0.630928835372215,0.411211298762518,..
Armenia,ARM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.20338983050847,2.29664433319049,..,4.05931190833614,3.28186700423013,3.90939855980585,3.52809600318196,3.69737423084246,3.56002487253697,3.12724938530975,2.69771474886414,2.72837221377968,2.74199670493715,2.87193136291811,2.94761315625864,3.04257470127966,3.39557936270657,4.15704990783508,4.26564605593771,3.85394644115574,3.58376691873744,3.99724455730484,3.94337826474581,4.23922578573229,4.09034921699325,3.84973057654684,4.11988615256896,4.78770584078564,4.98254372367497,4.47078156298276,4.31710667230517,..
Aruba,ABW,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.3695451396906,2.41513985411521,2.36369536996971,2.44663463919568,2.64824279705097,2.952292961532,3.45138290370603,3.79376396722358,3.83727358459887,3.38591988002192,2.96603557682305,2.76315170889944,2.68562060485785,2.37934679594664,2.26280269948392,2.26731559253735,2.21661210675248,2.24720220833707,2.21568856991058,2.19272937103289,2.24895690403517,2.29660194471064,2.39326521613692,2.51981181916526,2.50523365070013,2.52326837870517,2.54042975157867,2.37298883241393,2.16181488266294,2.0518275094775,2.07590585971773,2.16804285831077,2.16874608012627,2.17802988646311,2.11659858893427,2.02131256804327,1.93044006740518,1.86733439499343,1.87112181310612,1.88923574072912,1.82984191251005,1.87009387891872,1.87396462061393,1.84628968871455,1.82741076940486,1.80249267959937,1.82233092604478,1.81227323422698,1.79668808931838,1.92393833394007,1.85292825768668,1.75565694660719,1.67096396538491,1.63918019954461,1.77305887756791,1.9536335918401,2.0885308793071,2.00423407657625,1.89567007851003,1.88104345418486,2.01064009885885,1.98912270035816,1.89882434777792,..
Austria,AUT,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.4581856994971,1.30933752302764,1.35207185896469,1.57966775838201,1.88730024255788,1.50721338742394,1.62440513164265,1.60916641574175,1.54267474905488,1.49925656716418,1.38013012131531,1.24610695391068,1.20228666458138,1.1849885730058,1.27688251935917,1.45127836371395,1.36519681077057,1.34595189062191,1.42921261189068,1.43384573169429,1.42024610611492,1.38005173349012,1.41299673018358,1.39117588416479,1.41415833617155,1.51262356650052,1.5087585414904,1.41667790274506,1.29918114420184,1.23415492526247,1.19566026670559,1.15421711847241,1.09921407158669,1.11558454134251,1.09445307622703,1.07323205206951,1.04968297742271,1.04643398189713,1.01807286299799,0.980246123382213,0.98031858008593,0.908240040709509,0.88352783657309,0.913640318789259,0.893480466242935,0.850142574026263,0.785813244459197,0.90045717278703,0.870705123070585,0.833379564692924,0.821232711530621,0.790897558452031,0.778464250647036,0.750825383084571,0.747780095379783,0.698116413133988,0.729737691793485,0.757279033702098,0.745028039648345,0.75035965749035,0.884127145088915,0.873694846766333,0.772607157386914,..
Azerbaijan,AZE,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.40022562120839,5.00046778569608,1.946584590385,2.73690130284,2.25423034135488,2.32404979925782,2.41235591259715,2.62510993144516,2.26786206311863,2.31206260817217,2.24331377031766,2.4263625550969,2.62948113760521,2.29906967458575,3.41775933255807,2.86419491898944,3.29121114577001,3.32542168167072,2.79100435652891,4.67013555547022,4.65861825196324,4.54092330961466,4.55501312398224,5.46487679293858,3.68852730317814,3.75630173249661,3.56240123412697,3.87341170306515,5.39049499415887,5.27005900628497,4.54596853675007,..
"Bahamas, The",BHS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bahrain,BHR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.52617985442592,1.75228724031609,2.07792207792208,4.95813133539004,5.89275191514437,5.69889130660035,6.9025815655055,8.53516194922673,4.79033601777284,4.17930569598921,4.58815818221543,5.83776248148471,5.25325388113533,5.60304575820703,5.64466166448682,5.28479154433353,5.70375064815348,5.8780719923865,5.36985516733492,5.11130218782841,5.18323179048832,5.27393976376237,5.06848741255812,5.33310395251817,5.50362154366541,3.96167096884853,4.14808163198998,4.61110660635053,4.65883280302628,4.04492884796012,3.21438109533007,3.10294772848129,2.95699023434392,2.80016136873791,3.61053524967651,3.2777559421609,3.59149722735675,3.8444905725653,4.14139762975071,4.41851202803887,4.6441113490364,4.67063531353135,4.32073774179037,4.04108625299001,4.02986101554975,4.04564950980392,3.55388299692097,3.17213705490747,..
Bangladesh,BGD,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,0.656720536673466,0.604303491769365,0.844783330921373,1.52367897526514,1.56997781312899,1.26898518073211,0.934292961052104,0.857420859311264,0.915831691308672,1.06086968537316,1.27067371198923,1.17804196040112,1.0542727837491,1.11219167555771,1.1682325387956,1.24638809717465,1.2908618013077,1.22316502629369,1.21442280200769,1.36050314985351,1.42939051496523,1.52902366386599,1.56669314074255,1.5390735944898,1.57166792587459,1.56753519839217,1.58483439104611,1.3571191812402,1.28842277551655,1.04836646260037,1.00263309760624,0.99885977372525,0.972810090266113,0.989838836982973,0.997091964413713,0.938215291633285,1.02893954845227,1.18438401700177,1.21766894947597,1.18089723364654,1.11372942922328,1.1364432719278,1.20851710681525,1.22590038101547,1.12758110771325,1.15395753464462,1.24410082330294,1.24468950875224,1.19664698573287,1.12882010548687,..
Barbados,BRB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.62249864791779,2.79097146104819,3.62160825483893,1.69946376942909,1.26069255990701,1.76896655126353,1.49509870243434,1.36676073838589,1.34698415075765,1.43829074692244,1.40024580052512,1.29906390002339,1.35822231382833,1.49845313530187,1.70941249195756,1.64976591437478,1.45349285157346,1.37257698145111,1.3413834329232,1.22449510976582,1.22921872178113,1.27079665150066,1.26884247027803,1.25748235926647,1.25351504491885,1.14628901484848,1.18226172889567,1.20086453042742,1.15287922586574,1.11835004010897,1.20328256808078,..
Belgium,BEL,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.39734786713587,3.25907007379727,3.28475216700874,3.2166309632907,3.21347165933831,2.97306360209053,3.11258602859894,3.13458162424807,3.11509001127571,2.93181499649615,2.91864009674006,2.89892591889451,2.88076004125292,2.83531113278907,2.76141618803791,3.06503453940771,3.09336953424019,3.14324864709375,3.26152206121967,3.26134501753371,3.25019538550409,3.36604943606586,3.26994459142415,3.19141317049267,3.00790244923592,2.9312338541026,2.95377262399122,2.90179479261597,2.62874841616219,2.46085432355232,2.35544045891723,2.28769284712482,1.83233253009366,1.73596589343319,1.67714315012305,1.56575215144642,1.54010265143452,1.47697579587888,1.46391926511004,1.38583555922092,1.34121027642881,1.27650416647228,1.21571220776463,1.21498815616525,1.14927213880449,1.09664118158572,1.05612306878486,1.09801876439276,1.22191451658895,1.1677684366565,1.09048821653131,1.05221776971326,1.0417564900031,1.00895947872124,0.970959791148112,0.909284202068915,0.89470623618152,0.883563446003045,0.891358084802809,0.888487292252087,1.01451352391109,1.05034404939086,1.17973708133594,..
Belize,BLZ,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.15896992837435,1.43758716875872,1.53438103553192,1.54391891891892,1.55982599550648,..,..,..,1.19933223186011,0.867929438960804,0.790212330467288,0.763108824341062,0.816419365598945,1.02367727911951,0.983650030490672,0.935552759791311,1.0825121452884,..,..,0.637640601035117,0.640861919286908,0.635154452981164,0.658829265439533,0.682599472357748,0.732853762105928,0.776926086363979,0.811211021812404,1.08251738711146,1.02740602554967,0.882120947796902,0.847261619469757,0.799645823373709,0.875994241454445,0.931581993475936,0.892029622473818,0.961415089078378,1.00847400642723,1.00824449263405,1.01069424875085,1.25112140600777,1.00947819584936,0.861167113650318,..
Benin,BEN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.871584699453552,1.39528795811518,1.7516339869281,1.73684210526316,2.18169900980828,2.10650887573965,1.90023259677687,1.97625210567402,2.07212475633528,1.89473684210526,1.62528151941587,1.60104203413747,1.48779430882565,1.67752808988764,1.44237918215613,1.49290780141844,1.28164794007491,1.67878787878788,1.19430693069307,1.93046003441345,2.03165141910241,1.55137131923036,1.04929864960155,1.18897067654805,1.45869894023797,1.30493193241088,1.35509654006948,1.56959850024171,1.56409120470208,1.30789606118489,1.22515712126057,..,..,..,..,..,..,..,..,0.485389230497635,0.412852302408383,0.357971127306215,0.622819458209776,0.647223226808757,0.676149850432113,0.680970684993479,0.665723323947751,..,0.663958979626467,..,..,..,0.702056157787745,0.687239683496254,0.700924948797968,0.798484704909418,0.673596727016815,0.920613124425981,0.6328575401476,0.473313905552082,0.458762015150415,0.550883648806243,0.557461260604776,..
Bermuda,BMU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,1.20346398630851,1.15869999293218,1.32641201559317,..,..,..,..,1.35015218468453,1.31822489730177,1.61221645007261,1.39158576575288,1.59554189417413,1.62263620944444,1.83665409751227,2.37123711512529,2.36715657458444,2.24749944085215,2.59897009809179,2.70846107783402,3.17239989323544,3.90220332170092,1.9818473003102,1.49932070318929,2.17084173606847,2.01399252543919,2.34554922832377,2.37726317649524,2.02098131957809,2.15628869950008,2.81588331884607,2.6883248571772,2.50611883346961,1.91634980988593,2.25030123424626,2.09616225791141,1.98680754250518,2.27361030066829,2.69111085956905,2.13328709491197,2.0629715134384,2.3204467435097,1.99033371462944,2.14548339823865,1.89650330503014,1.717004422633,1.46622698404757,1.4890475837354,1.96177660261488,1.76136075631536,1.70790505454176,1.6841226569035,1.84560643919077,1.84124031434072,1.89691504477661,1.75943591545646,1.53046903660466,1.53642567728457,1.49690260690561,1.4512711273205,1.39422069880527,1.41111958813376,1.48373193294262,..
Bosnia and Herzegovina,BIH,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.9043729051368,2.41669769045157,1.8896028081156,1.54421965764078,1.38653346855639,1.23615289583956,1.2206120604463,1.37658621151299,1.28034140905172,1.13643025192368,1.14557192342881,1.0870557644686,1.02582685716151,1.00061380055503,0.933900832256569,0.86418267991824,0.852548557100982,0.818512096528728,0.838710680689209,0.929365426321555,0.810442240190891,..
Botswana,BWA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.35657256914742,2.87490900266925,3.50149938260716,3.20762052877138,2.97829811536265,2.69474386042894,2.32633769837828,2.4372708318355,2.18473148857049,2.66359580269355,4.79441457471087,4.89967702289422,3.56901008012406,4.44515803477224,4.60346992729676,4.48280904912553,4.93349197298009,4.00812039559554,3.50647971949777,2.89952149833484,3.19720462718414,3.77939884443731,3.09207375530236,3.19124295081058,3.83122303260369,4.11020648951656,4.00736658870518,3.50587404134874,2.85800418504025,2.75454609516549,2.90001468952761,3.0976203987662,3.26282073750534,2.75907988033428,2.40443003238577,2.34377212582193,2.1471710497407,2.21199714449013,2.82519449903662,3.41066258273304,3.24857919499091,2.92475944543875,3.08122244554008,3.33478768726661,3.04556932426419,2.74395956341177,..
Brazil,BRA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.67913472590723,2.36406619385343,2.39868330737835,2.26083918239834,2.01449809094829,3.35209215674899,3.0219816316073,2.85697200831844,2.64974015836375,2.61559000626652,2.88728955692843,2.61904685858105,2.43581199022501,2.15465130649243,1.94135341120892,1.97214379625895,2.00275336513055,1.68772647800164,1.59967155032807,1.52193168607333,1.13843442074363,1.14314876818876,1.30353436107498,1.25458032300474,1.19954104516533,1.42952312218953,1.22038872750142,1.74399403145367,2.1180722049862,2.68625,2.36384102519699,1.96333333333333,1.52152886115445,1.92792281498297,2.016007789121,1.86213698033379,1.65484349950291,1.57768831551774,1.66229191975824,1.64547466656987,1.73072614713627,1.95188244532532,1.89577119915617,1.50347763554507,1.46126840890621,1.52401339252107,1.48108489489303,1.46629209992902,1.44192409343118,1.53862569660074,1.53940698112515,1.41185115924524,1.37865646470437,1.32944608407492,1.330244423168,1.36551715396161,1.34797541299482,1.41402166797586,1.46967772350671,1.38279724638797,1.32666026860555,1.16368211072875,1.05342201124086,..
British Virgin Islands,VGB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.57408440230526,2.88778814029385,4.67072980761742,3.79251495457601,6.62997709980055,6.21043627031651,6.43773526926327,6.40435012461295,6.24514478073449,5.74023173528116,5.98247135891837,5.47726596521598,6.24949383149313,7.18396455211652,7.52984389348026,6.13041835206517,4.06920549004446,3.8863976083707,3.87078275829112,3.71141961800389,2.53273008763096,2.3494276381516,2.3039631946555,2.38015224434092,2.26179236887845,2.94107203176036,2.85048790060089,2.24224141990167,2.15903448896045,2.27750759504916,3.08686095781185,3.27929046083748,3.53938463904119,2.86512850957169,2.63661248533021,3.07858724948281,3.63429176862407,3.23636748209722,2.3696474066313,..
Bulgaria,BGR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.39627074963996,3.83344348975545,3.04323157297492,2.97263384321224,2.60927161179391,2.49261728620574,2.37413128378025,2.40293410901733,2.4307013549238,2.45305914743146,2.64517195633853,2.65245576158903,2.86251954387639,2.77967655484011,2.69120147161229,2.3737116819405,2.23535026726367,2.08176190777138,2.22853990097534,2.13186398257533,1.73951150062383,1.64267916591483,1.31403054512076,1.32976945439704,1.45424797262512,1.30956156651181,1.24553912005675,1.24331050984946,1.22152245478009,1.44865090451425,3.13216297473719,1.59265541645849,1.51713160983634,1.50812345474607,..
Burkina Faso,BFA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.682017543859649,0.834368530020704,2.345703125,2.38305709023941,2.60515873015873,1.52482269503546,1.64948453608247,1.32507288629738,1.17848101265823,1.24672228843862,1.17223910840932,1.17716535433071,1.13985374771481,1.23518687329079,1.15190839694656,2.81118373275236,3.12382864792503,3.04326663061114,3.28314606741573,2.69861386138614,2.74669117647059,2.84268969771746,3.0033036339974,2.93218341631388,3.01716743691831,1.83652541094857,2.62189349112426,2.25258646172037,2.31081264414598,2.74077407740774,2.70489296636086,2.16686926732236,2.04965156794425,1.86252988480765,1.42288472939781,1.38304269392664,1.28708847039697,1.41705504471596,1.2763626403725,1.38553138632928,1.23804638062972,1.1555150239697,1.17793497700006,1.0730553376671,1.20700576570117,1.2018948481342,1.11032179719724,1.41572652816375,1.24291260830384,1.35276497598007,1.22478554310235,1.15090529546802,1.17602923102673,1.23608933489025,1.272342619383,1.25078070152992,1.16533289468165,1.36362987115963,1.90502213517644,2.23847580473471,2.20131512361681,2.40194309061394,3.09476704494336,..
Burundi,BDI,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,3.94379391100703,0.434782608695652,0.445620493940788,1.35233700506103,1.38228792484112,1.33260688417409,1.4142233312539,1.75449137775641,..,1.03240865427776,1.45867098865478,1.94621227673989,2.2250827510114,2.05680705190989,2.22360119971041,2.53338174190165,2.79637365243246,2.64371530123667,2.91880336888339,3.03033024268684,3.50702489000361,3.10480892586401,2.97540078538161,2.7511726460413,2.80541315800684,2.64913991225016,3.14524514901215,3.3495221333571,3.44871247254088,3.78627086474328,3.59563794790509,3.7202758201085,3.92111119751454,4.20907289936566,5.85688491874941,6.35965296132281,6.57227250690963,6.25764365683521,4.86240221311558,6.07173715802774,5.44167885941746,5.53343538949835,4.90326684339249,4.43619004108442,3.51171845179021,3.41459524778307,2.72089052653941,..,..,..,2.5271777075949,2.4824131147541,2.29794559090695,2.13131991459474,2.2431638636818,2.00270990259373,2.14941956621913,2.8078168112503,2.18591328366483,2.04300976329884,2.76041457754835,..
